Diseases & Risk Factors,Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment
Cardiovascular diseases,"Obesity, adults aged 18+",,2003,India,South-East Asia Region,Females,,3.1602468,2.854462,3.4966387,
Cardiovascular diseases,"Obesity, adults aged 18+",,2004,India,South-East Asia Region,Total,,2.4474557,2.2648759,2.6357779,
Cardiovascular diseases,"Obesity, adults aged 18+",,2004,India,South-East Asia Region,Males,,1.5502617,1.3643677,1.7474446,
Cardiovascular diseases,"Obesity, adults aged 18+",,2004,India,South-East Asia Region,Females,,3.3821672,3.0693287,3.7253335,
Cardiovascular diseases,"Obesity, adults aged 18+",,2005,India,South-East Asia Region,Total,,2.6276667,2.4390621,2.8234918,
Cardiovascular diseases,"Obesity, adults aged 18+",,2005,India,South-East Asia Region,Males,,1.6838117,1.4889492,1.8899417,
Cardiovascular diseases,"Obesity, adults aged 18+",,2005,India,South-East Asia Region,Females,,3.6104962,3.2880284,3.9666738,
Cardiovascular diseases,"Obesity, adults aged 18+",,2006,India,South-East Asia Region,Total,,2.8158173,2.6194202,3.0161651,
Cardiovascular diseases,"Obesity, adults aged 18+",,2006,India,South-East Asia Region,Males,,1.8248973,1.6229035,2.0387024,
Cardiovascular diseases,"Obesity, adults aged 18+",,2006,India,South-East Asia Region,Females,,3.8469888,3.5140913,4.2083491,
Cardiovascular diseases,"Obesity, adults aged 18+",,2007,India,South-East Asia Region,Total,,3.0131331,2.8092187,3.2157838,
Cardiovascular diseases,"Obesity, adults aged 18+",,2007,India,South-East Asia Region,Males,,1.9737998,1.7643502,2.1932116,
Cardiovascular diseases,"Obesity, adults aged 18+",,2007,India,South-East Asia Region,Females,,4.093834,3.7492372,4.4684943,
Cardiovascular diseases,"Obesity, adults aged 18+",,2008,India,South-East Asia Region,Total,,3.2190695,3.0074334,3.4324106,
Cardiovascular diseases,"Obesity, adults aged 18+",,2008,India,South-East Asia Region,Males,,2.1290619,1.9142518,2.3566891,
Cardiovascular diseases,"Obesity, adults aged 18+",,2008,India,South-East Asia Region,Females,,4.3514296,3.9968051,4.7303613,
Cardiovascular diseases,"Obesity, adults aged 18+",,2009,India,South-East Asia Region,Total,,3.431917,3.2149032,3.6518149,
Cardiovascular diseases,"Obesity, adults aged 18+",,2009,India,South-East Asia Region,Males,,2.2887323,2.0630846,2.5313536,
Cardiovascular diseases,"Obesity, adults aged 18+",,2009,India,South-East Asia Region,Females,,4.6184301,4.2493854,5.0197385,
Cardiovascular diseases,"Obesity, adults aged 18+",,2010,India,South-East Asia Region,Total,,3.6510125,3.424792,3.8810026,
Cardiovascular diseases,"Obesity, adults aged 18+",,2010,India,South-East Asia Region,Males,,2.4527168,2.2176582,2.707231,
Cardiovascular diseases,"Obesity, adults aged 18+",,2010,India,South-East Asia Region,Females,,4.893624,4.5142952,5.307813,
Cardiovascular diseases,"Obesity, adults aged 18+",,2011,India,South-East Asia Region,Total,,3.8772564,3.6445975,4.1170496,
Cardiovascular diseases,"Obesity, adults aged 18+",,2011,India,South-East Asia Region,Males,,2.6212202,2.3763079,2.8807361,
Cardiovascular diseases,"Obesity, adults aged 18+",,2011,India,South-East Asia Region,Females,,5.1786751,4.7892299,5.6028131,
Cardiovascular diseases,"Obesity, adults aged 18+",,2012,India,South-East Asia Region,Total,,4.1136436,3.8736369,4.3570768,
Cardiovascular diseases,"Obesity, adults aged 18+",,2012,India,South-East Asia Region,Males,,2.7965395,2.5454361,3.0590652,
Cardiovascular diseases,"Obesity, adults aged 18+",,2012,India,South-East Asia Region,Females,,5.4774389,5.0676253,5.9056666,
Cardiovascular diseases,"Obesity, adults aged 18+",,2013,India,South-East Asia Region,Total,,4.36376,4.1117582,4.6195954,
Cardiovascular diseases,"Obesity, adults aged 18+",,2013,India,South-East Asia Region,Males,,2.9817903,2.7180556,3.2553598,
Cardiovascular diseases,"Obesity, adults aged 18+",,2013,India,South-East Asia Region,Females,,5.7941359,5.3703271,6.2339701,
Cardiovascular diseases,"Obesity, adults aged 18+",,2014,India,South-East Asia Region,Total,,4.6272144,4.363789,4.8959211,
Cardiovascular diseases,"Obesity, adults aged 18+",,2014,India,South-East Asia Region,Males,,3.1765539,2.8988833,3.4668181,
Cardiovascular diseases,"Obesity, adults aged 18+",,2014,India,South-East Asia Region,Females,,6.1286088,5.6788035,6.5889053,
Cardiovascular diseases,"Obesity, adults aged 18+",,2015,India,South-East Asia Region,Total,,4.9092956,4.6279296,5.1969226,
Cardiovascular diseases,"Obesity, adults aged 18+",,2015,India,South-East Asia Region,Males,,3.3859126,3.0899066,3.6946662,
Cardiovascular diseases,"Obesity, adults aged 18+",,2015,India,South-East Asia Region,Females,,6.486398,6.0062941,6.9747917,
Cardiovascular diseases,"Obesity, adults aged 18+",,2016,India,South-East Asia Region,Total,,5.2089281,4.9027801,5.523368,
Cardiovascular diseases,"Obesity, adults aged 18+",,2016,India,South-East Asia Region,Males,,3.6101747,3.2857496,3.9499301,
Cardiovascular diseases,"Obesity, adults aged 18+",,2016,India,South-East Asia Region,Females,,6.8649031,6.344749,7.3866986,
Cardiovascular diseases,"Obesity, adults aged 18+",,2017,India,South-East Asia Region,Total,,5.5232517,5.1819999,5.8785938,
Cardiovascular diseases,"Obesity, adults aged 18+",,2017,India,South-East Asia Region,Males,,3.8475513,3.4844562,4.2348161,
Cardiovascular diseases,"Obesity, adults aged 18+",,2017,India,South-East Asia Region,Females,,7.2599962,6.6768102,7.8478724,
Cardiovascular diseases,"Obesity, adults aged 18+",,2018,India,South-East Asia Region,Total,,5.8483705,5.4627977,6.2608644,
Cardiovascular diseases,"Obesity, adults aged 18+",,2018,India,South-East Asia Region,Males,,4.0958721,3.6778953,4.5433071,
Cardiovascular diseases,"Obesity, adults aged 18+",,2018,India,South-East Asia Region,Females,,7.6657765,6.9994882,8.3534688,
Cardiovascular diseases,"Obesity, adults aged 18+",,2019,India,South-East Asia Region,Total,,6.183831,5.7327911,6.6668212,
Cardiovascular diseases,"Obesity, adults aged 18+",,2019,India,South-East Asia Region,Males,,4.3554135,3.8601305,4.8824474,
Cardiovascular diseases,"Obesity, adults aged 18+",,2019,India,South-East Asia Region,Females,,8.0809869,7.3306702,8.8780552,
Cardiovascular diseases,"Obesity, adults aged 18+",,2020,India,South-East Asia Region,Total,,6.5311827,5.9941914,7.1041115,
Cardiovascular diseases,"Obesity, adults aged 18+",,2020,India,South-East Asia Region,Males,,4.6272304,4.0308591,5.2822404,
Cardiovascular diseases,"Obesity, adults aged 18+",,2020,India,South-East Asia Region,Females,,8.5070767,7.6196887,9.4608843,
Cardiovascular diseases,"Obesity, adults aged 18+",,2021,India,South-East Asia Region,Total,,6.8927214,6.2514193,7.5814508,
Cardiovascular diseases,"Obesity, adults aged 18+",,2021,India,South-East Asia Region,Males,,4.912987,4.188231,5.7115417,
Cardiovascular diseases,"Obesity, adults aged 18+",,2021,India,South-East Asia Region,Females,,8.9462027,7.9031363,10.076989,
Cardiovascular diseases,"Obesity, adults aged 18+",,2022,India,South-East Asia Region,Total,,7.2678864,6.5093055,8.0868289,
Cardiovascular diseases,"Obesity, adults aged 18+",,2022,India,South-East Asia Region,Males,,5.2119672,4.339318,6.1905637,
Cardiovascular diseases,"Obesity, adults aged 18+",,2022,India,South-East Asia Region,Females,,9.3988135,8.1652306,10.761286,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2000,India,South-East Asia Region,Total,,0.28291608,0.21645902,0.36176236,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2000,India,South-East Asia Region,Males,,0.31905517,0.22028747,0.44018547,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2000,India,South-East Asia Region,Females,,0.24375035,0.16267629,0.34644031,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2001,India,South-East Asia Region,Total,,0.33938822,0.26538039,0.42559216,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2001,India,South-East Asia Region,Males,,0.38958059,0.2809464,0.52295262,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2001,India,South-East Asia Region,Females,,0.28499393,0.19766521,0.39395732,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2002,India,South-East Asia Region,Total,,0.40825158,0.32737323,0.49906909,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2002,India,South-East Asia Region,Males,,0.47650435,0.3575084,0.61817002,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2002,India,South-East Asia Region,Females,,0.33426106,0.24045685,0.44903397,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2003,India,South-East Asia Region,Total,,0.48921639,0.39980654,0.58959518,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2003,India,South-East Asia Region,Males,,0.57909512,0.44763656,0.73695024,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2003,India,South-East Asia Region,Females,,0.39171153,0.29031562,0.51556244,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2004,India,South-East Asia Region,Total,,0.58043459,0.48316526,0.69007161,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2004,India,South-East Asia Region,Males,,0.6945238,0.5477678,0.86817872,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2004,India,South-East Asia Region,Females,,0.45651812,0.34511059,0.58641224,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2005,India,South-East Asia Region,Total,,0.6780284,0.56990781,0.79614613,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2005,India,South-East Asia Region,Males,,0.81675444,0.65107741,1.0066886,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2005,India,South-East Asia Region,Females,,0.52709663,0.40839761,0.66685844,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2006,India,South-East Asia Region,Total,,0.77736583,0.66036782,0.90525728,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2006,India,South-East Asia Region,Males,,0.93882317,0.75800386,1.1479344,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2006,India,South-East Asia Region,Females,,0.60135042,0.47406438,0.74928976,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2007,India,South-East Asia Region,Total,,0.88077001,0.75313766,1.0211977,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2007,India,South-East Asia Region,Males,,1.0646464,0.86496677,1.2897583,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2007,India,South-East Asia Region,Females,,0.67990064,0.54311715,0.83859516,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2008,India,South-East Asia Region,Total,,0.98548774,0.84846923,1.1394093,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2008,India,South-East Asia Region,Males,,1.1906752,0.97255846,1.4378213,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2008,India,South-East Asia Region,Females,,0.7608613,0.61096125,0.93166586,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2009,India,South-East Asia Region,Total,,1.0891191,0.9424285,1.2503417,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2009,India,South-East Asia Region,Males,,1.3136164,1.0766729,1.5756458,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2009,India,South-East Asia Region,Females,,0.84280763,0.68336553,1.027087,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2010,India,South-East Asia Region,Total,,1.1902763,1.0359879,1.3597118,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2010,India,South-East Asia Region,Males,,1.4311595,1.183266,1.7003952,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2010,India,South-East Asia Region,Females,,0.92541212,0.75344997,1.1188094,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2011,India,South-East Asia Region,Total,,1.289509,1.1284953,1.4603901,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2011,India,South-East Asia Region,Males,,1.5439537,1.2900894,1.8228356,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2011,India,South-East Asia Region,Females,,1.009234,0.8301747,1.2126043,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2012,India,South-East Asia Region,Total,,1.3878632,1.2238578,1.5586699,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2012,India,South-East Asia Region,Males,,1.6535446,1.4023376,1.9274499,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2012,India,South-East Asia Region,Females,,1.0948497,0.90698311,1.3076644,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2013,India,South-East Asia Region,Total,,1.4866496,1.3177477,1.6600175,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2013,India,South-East Asia Region,Males,,1.762148,1.5050397,2.0478541,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2013,India,South-East Asia Region,Females,,1.1825507,0.98224096,1.4052417,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2014,India,South-East Asia Region,Total,,1.5845999,1.4044811,1.775546,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2014,India,South-East Asia Region,Males,,1.8668573,1.5916342,2.1679722,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2014,India,South-East Asia Region,Females,,1.2728833,1.0533255,1.5171208,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2015,India,South-East Asia Region,Total,,1.6875913,1.4912283,1.8988485,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2015,India,South-East Asia Region,Males,,1.9760082,1.6728232,2.3125429,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2015,India,South-East Asia Region,Females,,1.3690471,1.1186259,1.6377518,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2016,India,South-East Asia Region,Total,,1.7981494,1.5727019,2.0390812,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2016,India,South-East Asia Region,Males,,2.0929186,1.7513664,2.4703786,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2016,India,South-East Asia Region,Females,,1.4726696,1.1930839,1.785315,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2017,India,South-East Asia Region,Total,,1.9208163,1.6594587,2.2046348,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2017,India,South-East Asia Region,Males,,2.2221647,1.8219894,2.6639022,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2017,India,South-East Asia Region,Females,,1.5882062,1.2624283,1.9548642,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2018,India,South-East Asia Region,Total,,2.0562753,1.7448477,2.3923866,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2018,India,South-East Asia Region,Males,,2.3646133,1.8864699,2.8984249,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2018,India,South-East Asia Region,Females,,1.7160989,1.3374085,2.1623438,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2019,India,South-East Asia Region,Total,,2.2032361,1.8294375,2.6235506,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2019,India,South-East Asia Region,Males,,2.5158886,1.939017,3.1792615,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2019,India,South-East Asia Region,Females,,1.8584261,1.3968041,2.4019863,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2020,India,South-East Asia Region,Total,,2.3617001,1.9007297,2.8766122,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2020,India,South-East Asia Region,Males,,2.6761308,1.9712504,3.4971599,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2020,India,South-East Asia Region,Females,,2.0150464,1.4641386,2.6860716,
Cardiovascular diseases,"Obesity, adolescents aged 10–19",,2021,India,South-East Asia Region,Total,,2.5332695,1.9611172,3.18119,
